日期,股票代碼,類型,值,名稱
2019-12-31,2247,IncomeBeforeIncomeTax,380730000.0,稅前淨利(淨損)
2019-12-31,2247,NetIncome,310480000.0,本期淨利(淨損)
2019-12-31,2247,OperatingExpenses,932086000.0,營業費用
2019-12-31,2247,TAX,70250000.0,所得稅費用（利益）
2019-12-31,2247,EPS,4.33,基本每股盈餘（元）
2019-12-31,2247,PreTaxIncome,380730000.0,稅前淨利（淨損）
2019-12-31,2247,IncomeFromContinuingOperations,310480000.0,繼續營業單位本期淨利（淨損）
2019-12-31,2247,IncomeAfterTaxes,310480000.0,本期淨利（淨損）
2019-12-31,2247,TotalConsolidatedProfitForThePeriod,297003000.0,本期綜合損益總額
2019-12-31,2247,-,0.0,淨利（淨損）歸屬於共同控制下前手權益
2019-12-31,2247,Revenue,9996693000.0,營業收入
2019-12-31,2247,CostOfGoodsSold,8745432000.0,營業成本
2019-12-31,2247,GrossProfit,1251261000.0,營業毛利（毛損）淨額
2019-12-31,2247,OTHNOE,44537000.0,其他收益及費損淨額
2019-12-31,2247,OperatingIncome,363712000.0,營業利益（損失）
2019-12-31,2247,TotalNonoperatingIncomeAndExpense,17018000.0,營業外收入及支出
2019-12-31,2247,EquityAttributableToOwnersOfParent,310480000.0,淨利（淨損）歸屬於母公司業主
2019-12-31,2247,NoncontrollingInterests,0.0,淨利（淨損）歸屬於非控制權益
2019-12-31,2247,OtherComprehensiveIncome,-13477000.0,其他綜合損益（淨額）
2020-03-31,2247,OperatingExpenses,743728000.0,營業費用
2020-03-31,2247,TAX,27051000.0,所得稅費用（利益）
2020-03-31,2247,EPS,1.3,基本每股盈餘（元）
2020-03-31,2247,PreTaxIncome,120065000.0,稅前淨利（淨損）
2020-03-31,2247,IncomeFromContinuingOperations,93014000.0,繼續營業單位本期淨利（淨損）
2020-03-31,2247,IncomeAfterTaxes,93014000.0,本期淨利（淨損）
2020-03-31,2247,TotalConsolidatedProfitForThePeriod,93014000.0,本期綜合損益總額
2020-03-31,2247,Revenue,8112171000.0,營業收入
2020-03-31,2247,CostOfGoodsSold,7270006000.0,營業成本
2020-03-31,2247,GrossProfit,842165000.0,營業毛利（毛損）淨額
2020-03-31,2247,OTHNOE,30595000.0,其他收益及費損淨額
2020-03-31,2247,OperatingIncome,129032000.0,營業利益（損失）
2020-03-31,2247,TotalNonoperatingIncomeAndExpense,-8967000.0,營業外收入及支出
2020-03-31,2247,EquityAttributableToOwnersOfParent,93014000.0,淨利（淨損）歸屬於母公司業主
2020-06-30,2247,OperatingExpenses,843376000.0,營業費用
2020-06-30,2247,TAX,59901000.0,所得稅費用（利益）
2020-06-30,2247,EPS,4.74,基本每股盈餘（元）
2020-06-30,2247,PreTaxIncome,400442000.0,稅前淨利（淨損）
2020-06-30,2247,IncomeFromContinuingOperations,340541000.0,繼續營業單位本期淨利（淨損）
2020-06-30,2247,IncomeAfterTaxes,340541000.0,本期淨利（淨損）
2020-06-30,2247,TotalConsolidatedProfitForThePeriod,340541000.0,本期綜合損益總額
2020-06-30,2247,Revenue,10191747000.0,營業收入
2020-06-30,2247,CostOfGoodsSold,9004709000.0,營業成本
2020-06-30,2247,GrossProfit,1187038000.0,營業毛利（毛損）淨額
2020-06-30,2247,OTHNOE,27950000.0,其他收益及費損淨額
2020-06-30,2247,OperatingIncome,371612000.0,營業利益（損失）
2020-06-30,2247,TotalNonoperatingIncomeAndExpense,28830000.0,營業外收入及支出
2020-06-30,2247,EquityAttributableToOwnersOfParent,340541000.0,淨利（淨損）歸屬於母公司業主
2020-06-30,2247,-,0.0,淨利（淨損）歸屬於共同控制下前手權益
2020-06-30,2247,NoncontrollingInterests,0.0,淨利（淨損）歸屬於非控制權益
2020-09-30,2247,OperatingExpenses,905080000.0,營業費用
2020-09-30,2247,TAX,72835000.0,所得稅費用（利益）
2020-09-30,2247,EPS,3.85,基本每股盈餘（元）
2020-09-30,2247,PreTaxIncome,348532000.0,稅前淨利（淨損）
2020-09-30,2247,IncomeFromContinuingOperations,275697000.0,繼續營業單位本期淨利（淨損）
2020-09-30,2247,IncomeAfterTaxes,275697000.0,本期淨利（淨損）
2020-09-30,2247,TotalConsolidatedProfitForThePeriod,275697000.0,本期綜合損益總額
2020-09-30,2247,Revenue,10328426000.0,營業收入
2020-09-30,2247,CostOfGoodsSold,9074992000.0,營業成本
2020-09-30,2247,GrossProfit,1253434000.0,營業毛利（毛損）淨額
2020-09-30,2247,OTHNOE,14000.0,其他收益及費損淨額
2020-09-30,2247,OperatingIncome,348368000.0,營業利益（損失）
2020-09-30,2247,TotalNonoperatingIncomeAndExpense,164000.0,營業外收入及支出
2020-09-30,2247,EquityAttributableToOwnersOfParent,275697000.0,淨利（淨損）歸屬於母公司業主
